url,label
https://npix.net.np,0
http://allegrolokalnie.4945386343.sbs,1
https://qrapp-dce00.firebaseapp.com/,1
http://inx.lv/9G9H,1
https://kpkbmha.in,0
https://snaptrckr.fun,0
https://viva.co.id,0
https://3900-identifiezvousv0cal.ukit.me/,1
https://betterment.com,0
https://helio-dash-81tu3r1u4-heliofi.vercel.app/,1
https://cuty.io/P1nTlpd,1
https://erionetrfindsa.weebly.com/,1
https://manhwa-online.com,0
https://bigwarp.io,0
https://deckers.com,0
https://ph2-cc-pages.s3.ap-southeast-2.amazonaws.com/microsoft-include-password-field/index.html,1
https://canspace.ca,0
https://lrz.de,0
https://tinyurl.com/bd5saawb,1
https://l.ead.me/bfzZBp,1
https://t.co/J5xDzdJEzl,1
https://docs.google.com/presentation/d/e/2PACX-1vQPF0LpNuEWOxEg_pdOkjfUfcUtZwOsjG2VzUYklquN4RIC-OEdWp6Fulx_y_rwTj1vcfeiP_HEqtnj/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://nic.work,0
https://usgovtrafficmanager.net,0
https://support-myapp.com/index.php,1
https://myfunmax.com,0
https://brookings.edu,0
https://femmeactuelle.fr,0
https://userreport.com,0
https://l.ead.me/bfMqby,1
http://682de1272205e100084c42a8--yellowcard-webapp.netlify.app,1
https://thepennyhoarder.com,0
https://garticphone.com,0
https://triunfobet.com,0
https://djmwanga.com,0
https://meb.k12.tr,0
https://kakaocdn.net,0
https://new.express.adobe.com/webpage/yxQ6Cei0jqSpE?emai=724crazy_such@hotmail.com&amp;c42v5b,1
https://wepzone.net,0
https://forrester.com,0
https://dadata.ru,0
https://danskespil.dk,0
https://trembo-lopez.web.app/,1
https://bit.ly/3AcYK7L,1
https://fireeyecloud.com,0
https://cnki.net,0
https://51games.info,0
https://l.ead.me/bfK8de,1
https://sgcarmart.com,0
https://bit.ly/4bur6c9?wdV=yZHdx7kqJH,1
https://tencent.com.cn,0
https://zennioptical.com,0
https://moppy.jp,0
https://cyporin.com,0
https://zpr.io/cQfLnJsCXnHA,1
https://gis-tek.ru,0
https://app99updeats.start.page/,1
https://longbeach.gov,0
https://iskur.gov.tr,0
https://lu88.com,0
https://wwxhajudjgwjklckvzgs10.web.app/,1
https://carandclassic.com,0
https://cleanbrowsing.org,0
https://privacymanager.io,0
https://vk.com/away.php?utf=1&to=https%3A%2F%2Finternal-revenue-service.rapeleiroscapixabas.com.br%2F%3F05c2febf1e6b3ecbffb07ff12080881e,1
https://ri.gov,0
https://mail-orange-securite.flazio.com/home?r=782292,1
https://lb.benchmarkemail.com/listbuilder/signupnew?IkfHTmyPVq%252FDx1yqL7nVov5pwVnAjsSImnQUrhOn56PtO5iNRn8gS049TyW7spdJ,1
https://salecycle.com,0
https://turkticaret.net,0
https://mrelay-logis.com/as.php,1
https://liteworkslighting.com/rightt/,1
https://app.jotform.com/251586004553556,1
https://nukistream.com,0
https://joinhomebase.com,0
https://episerver.net,0
https://cohere.com,0
https://docs.google.com/presentation/d/1ZdzzwuaVVAGoQGGDIvVG_uHIBOzJTrHn1QmwrCT455U/pub?start=false&loop=false&delayms=3000,1
https://web-de-beam-xi.weebly.com/,1
https://92961461.logicsphereicux.digital/?21506661=x@x.com,1
https://flyporter.com,0
https://share.hsforms.com/1QUHbZmc-TaiaNj4kcWDBZAt393y,1
https://zpath.vip,0
https://my.games,0
https://mutinycdn.com,0
https://bitpin.ir,0
https://xunyue.cc/ETGate/#/,1
https://q-r.to/bfRc21,1
https://new.express.adobe.com/webpage/BYLHAOp0kPdhU,1
https://superchat.live,0
https://rp.mockplus.com/run/5QLSj5KQpn/1-Z7Kvn4TO/X2mW_w0f0u?cps=hide&rps=hide&nav=1&ha=1&la=1&fc=1&dt=iphoneX&out=0&rt=1&as=true,1
https://inwx.de,0
https://audiobooks.com,0
https://bbroadbandbbhwhwjwh.weebly.com/,1
https://sigmob.cn,0
https://gays-cruising.com,0
https://focusschoolsoftware.com,0
https://safeschools.com,0
https://freemake.com,0
https://finedropmultilub.com/,1
https://visaform.org,0
https://aq7vv9fc.square.site/,1
https://q-r.to/bfKtON,1
https://motherlessmedia.com,0
https://l.ead.me/bfR4cR,1
https://zpr.io/nZaNAzSTPD7j,1
https://modernatx.com,0
https://gocarrot.com,0
https://aecf.org,0
https://han.gl/2M0S4,1
https://789club.sx,0
https://rhujxbip.com/?token=,1
https://docs.google.com/presentation/d/e/2PACX-1vRb85alBXGfU1pfyitKurq6GfWLX3e0r_vIzcD8Foe60xSkgMRF83alfV26Ul_FRZ0hdaSausyooDDZ/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://windsorstore.com,0
https://haxx.se,0
https://plymouthherald.co.uk,0
https://wertyo0.wixsite.com/my-site,1
https://nyaatracker.com,0
https://drewf73669266.activehosted.com/f/1,1
https://pub-7eca0ba0837a4d6c81b60f313de17157.r2.dev/retirementplansquarterlyandannuallydetailsreviewavailable.html,1
https://docs.google.com/presentation/d/e/2PACX-1vReaBm17bBbl99rqzHnDBvde2hGLaco8Ewp-16ucBfXD6XQtS4VTeRR-EWjqkmiZWEoGsfdhdItfhVS/pub?start=false&amp;loop=false&amp;delayms=60000,1
https://l.ead.me/bfEUFd,1
https://docs.google.com/presentation/d/e/2PACX-1vQj8lZhXkA2MgLiHIN0dHpIqy-5UCc63dzNbCOx954m-1P8ILBsqmWiCmnWJf8YeOycv8FXlQc7GK5S/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://q-r.to/bfI2el,1
https://veriify-confirm-info.start.page/,1
https://crypto-francedeclaration.com/,1
https://new.express.adobe.com/webpage/txXHaj9PE6wIP:,1
https://rtyywweyt.weebly.com/,1
https://copernicus.eu,0
https://brocabrac.fr,0
https://pub-13c508930e9e43e09a4f1dfd71d1d55b.r2.dev/redo70d27b174551a6909d87c1b59619370d27b174551a6909d87c1b59619370d27b174551a6909d87c1b59619370d27b174551a6909d87c1b59619370d27b174551a6909d87c1b596193redo70d27b174551a6909d87c1b59619370d27b174551a6909d87c1b59619370d27.html,1
https://kagi.com,0
https://l.ead.me/bfQv1c,1
https://pix11.com,0
https://domainparking.ru,0
https://exoduswewallett.pages.dev,1
https://eqhvb-48ffe.firebaseapp.com/,1
https://clashofcryptos.trade,0
https://imarcgroup.com,0
https://arvixe.com,0
https://gendai.media,0
https://dk-hostmaster.dk,0
http://allegrolokalnie.pi-37025038254819238.rest,1
https://smbcnikko.yilx7n.top/,1
https://share-eu1.hsforms.com/1VFCSaoQXS9KPdjA2gEAUjQ2f4f6d,1
https://engageforce.net,0
https://90minut.pl,0
https://jivo.ru,0
https://ipfs.best-practice.se/ipfs/bafybeifp5xd7rlkiagub3plyvtm4cl7gzctw65ndle7cdxbczbsldlhgy4/,1
https://apaitoun-enkrisi.web.app/,1
https://from-redirect.web.app/,1
https://promptin.webflow.io/,1
http://yedekparcamiz.com,1
https://aws-thinq-prd.net,0
https://pushq.ir,0
https://q-r.to/bgLk7I,1
https://docs.google.com/presentation/d/e/2PACX-1vRhhHu6MTaiCADu6-ofd7BEcRuA0CDIzcJju8QRU8mDxIXVR0GL_DTans6aQz3vLffO_pia5vJMshOm/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://thursdayboots.com,0
https://q-r.to/bfZPuR,1
https://docs.google.com/presentation/d/e/2PACX-1vSmRE3JfvBq_b4Yw68fSA1DyHorph6xk622yCF5NPQ34-nRUPWHG-z7dVPUA7YaXQzUsUjQJ1KJ6-ER/pub?start=false&loop=false&delayms=1000,1
https://viieecqj.com,0
https://docs.google.com/presentation/d/e/2PACX-1vSIJcfTil9sY2cbAOirlx3etAlpjRjOd693wUKJL6k5tyjZoemREYp8GlAOWM5jrt-4NRCJNtVt8rcp/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://dns.com.cn,0
https://schlclonesrvicefr.firebaseapp.com/,1
https://www.app-gkc-whatsappcc.com/,1
https://q-r.to/bfJYGQ,1
https://aralego.net,0
https://pub-aceef968eeba4e0f9a6e731330faa857.r2.dev/link%20(20).html,1
https://l.ead.me/bfLxcJ,1
https://tinyurl.com/37cyxpmn,1
https://sites.google.com/view/suivremonlien,1
https://sothebysrealty.com,0
https://dbs.com.sg,0
https://pontaldoatalaia.com/lead/refix/unicode/?zonealldom=aaaa@example.jp,1
https://docs.google.com/presentation/d/e/2PACX-1vT9VSJurSH12wdMrX236utGMSiiAI90FeGpb8RPAHNLW25IY5tsZCelOOTQPWQXNCVEO2rPWs-x7w50/pub,1
https://ghcvk.wpdevcloud.com/npw/npw,1
https://projecthoneypot.org,0
https://mbta.com,0
https://jameda.de,0
https://qrco.de/bfHeoP,1
https://quicns.com,0
https://bit.ly/joinBNPP,1
https://webvitalize.io,0
https://kottke.org,0
https://poynter.org,0
https://thoskins.myportfolio.com/,1
https://ashrae.org,0
http://bt36473477login.w3spaces.com/saved-from-Tryit-2024-08-19.html,1
https://pub-e17703d96c0f41a88925dbbc021fd6ad.r2.dev/iran.html,1
https://zala.by,0
https://bit.ly/3YC204K,1
https://sites.google.com/view/update-currently1000/update,1
https://l.ead.me/bfK9Qk,1
https://samtel.ru,0
https://app.saasfirst.com/backend/marketing/w/0f4a27c5823f3a94e46c/m/12/c/5a2afba18d32a0cb1f004728509bd74f3ca3e960/s/55796/click?url=https://o3cE5usLkSaTRTX.swatware.mx/#EMAIL_REDACTED,1
https://poslovni.hr,0
https://pub-7724ed61887145a8aac78536bab20a69.r2.dev/einingn.html,1
https://docs.google.com/presentation/d/e/2PACX-1vTBqPwNJrWzNcpzutpKryuPn7c812bZ9tWQwPSh3Rg2EVHKIMLt-RhLt2Rpj8pZuuJAv5QCE7TfDFW7/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://assisorys.firebaseapp.com/,1
https://go2app.ai,0
https://trino-casino.com,0
https://reach.at/mine,1
https://streamruby.com,0
https://formsubmit.co/f0254ceded83dae9fab351fef6485140,1
https://kfintech.com,0
https://ipfs.best-practice.se/ipfs/bafybeidhkcsx3mtqtvkbnmefitr6fb6yjnv7etufsw2nqje2bvfpmnbgoe//aaaaaccccw.html,1
https://sun.ac.za,0
